# Ensemble
3.701895 4.868279
3.757751 4.712690
3.772157 5.286749
3.621169 5.308455
3.896524 4.212253
4.408600 4.677585
3.400510 3.829599
3.162558 4.206177
4.069738 4.914369
3.749109 3.730664
4.217214 4.213974
3.331352 5.229516
4.425034 4.220180
3.978212 4.409590
4.019668 4.242303
3.884321 3.441345
5.184229 4.079012
4.317333 4.437218
3.940140 4.275530
5.165343 4.155962
3.125501 5.044047
4.285457 4.129944
5.087396 4.188211
3.836881 4.432326
4.358271 3.638351
3.458429 4.309980
3.717875 3.864064


# Hull
4.358271 3.638351
3.884321 3.441345
3.400510 3.829599
3.162558 4.206177
3.125501 5.044047
3.331352 5.229516
3.621169 5.308455
3.772157 5.286749
5.165343 4.155962
5.184229 4.079012
4.358271 3.638351
4.358271 3.638351
