# Ensemble
3.701895 4.868279
3.757751 4.712690
3.896524 4.212253
4.408600 4.677585
3.400510 3.829599
3.162558 4.206177
4.069738 4.914369
3.749109 3.730664
4.217214 4.213974
4.425034 4.220180
3.978212 4.409590
4.019668 4.242303
4.317333 4.437218
3.940140 4.275530
4.285457 4.129944
3.836881 4.432326
3.458429 4.309980
3.717875 3.864064


# Hull
4.425034 4.220180
3.749109 3.730664
3.400510 3.829599
3.162558 4.206177
3.701895 4.868279
4.069738 4.914369
4.408600 4.677585
4.425034 4.220180
4.425034 4.220180
