# Ensemble
3.032692 3.305727
3.757751 4.712690
3.889447 2.561717
3.896524 4.212253
2.605505 2.956964
2.752818 3.291708
2.583723 2.543496
3.400510 3.829599
3.162558 4.206177
3.749109 3.730664
2.644656 2.645765
4.217214 4.213974
4.910550 3.292261
4.425034 4.220180
3.978212 4.409590
4.019668 4.242303
3.884321 3.441345
4.317333 4.437218
4.310067 3.199656
3.831616 2.683405
3.940140 4.275530
2.720410 3.621973
4.285457 4.129944
4.495772 2.888187
4.412157 2.553928
3.836881 4.432326
4.509873 3.345358
4.358271 3.638351
3.467757 2.888177
3.458429 4.309980
3.374370 2.716014
3.717875 3.864064
5.071572 3.308421
4.566783 2.773658
2.517728 3.455834


# Hull
4.412157 2.553928
2.583723 2.543496
2.517728 3.455834
3.162558 4.206177
3.757751 4.712690
4.317333 4.437218
5.071572 3.308421
4.412157 2.553928
4.412157 2.553928
