# Ensemble
3.701895 4.868279
3.032692 3.305727
3.757751 4.712690
3.772157 5.286749
3.621169 5.308455
3.896524 4.212253
2.752818 3.291708
4.697562 4.952759
4.408600 4.677585
3.400510 3.829599
3.162558 4.206177
2.665060 4.002090
4.069738 4.914369
3.749109 3.730664
4.217214 4.213974
2.840805 4.580582
3.331352 5.229516
4.425034 4.220180
3.978212 4.409590
4.019668 4.242303
3.884321 3.441345
4.317333 4.437218
3.940140 4.275530
3.125501 5.044047
2.720410 3.621973
4.285457 4.129944
3.836881 4.432326
3.458429 4.309980
3.717875 3.864064
2.517728 3.455834
4.428779 5.244550


# Hull
3.032692 3.305727
2.752818 3.291708
2.517728 3.455834
2.665060 4.002090
2.840805 4.580582
3.125501 5.044047
3.331352 5.229516
3.621169 5.308455
4.428779 5.244550
4.697562 4.952759
4.425034 4.220180
3.884321 3.441345
3.032692 3.305727
3.032692 3.305727
