100.000000 26.020657
99.000000 25.694153
98.000000 25.477112
97.000000 25.157873
96.000000 24.966322
95.000000 24.800879
94.000000 24.689148
93.000000 24.587778
92.000000 24.435255
91.000000 24.339699
90.000000 24.269217
89.000000 24.155762
88.000000 24.092407
87.000000 24.035887
86.000000 23.895618
85.000000 23.724743
84.000000 23.646896
83.000000 23.609163
82.000000 23.536951
81.000000 23.490923
80.000000 23.433968
79.000000 23.401882
78.000000 23.357693
77.000000 23.227261
76.000000 23.106380
75.000000 23.011639
74.000000 22.981169
73.000000 22.953846
72.000000 22.924564
71.000000 22.888153
70.000000 22.811697
69.000000 22.746344
68.000000 22.591183
67.000000 22.348688
66.000000 22.245407
65.000000 22.211136
64.000000 21.775162
63.000000 21.509621
62.000000 21.414604
61.000000 21.085548
60.000000 20.953112
59.000000 20.843542
58.000000 20.700834
57.000000 20.578375
56.000000 20.481073
55.000000 20.429750
54.000000 20.193047
53.000000 19.899347
52.000000 19.570501
51.000000 19.498299
50.000000 19.407379
49.000000 19.333160
48.000000 19.268650
47.000000 8.967658
46.000000 8.784919
45.000000 8.632079
44.000000 8.414462
43.000000 8.234080
42.000000 8.099401
41.000000 8.017670
40.000000 7.953452
39.000000 7.880548
38.000000 7.813421
37.000000 7.708267
36.000000 7.623749
35.000000 7.497429
34.000000 7.283939
33.000000 7.104690
32.000000 6.840404
31.000000 6.657665
30.000000 6.437786
29.000000 6.005041
28.000000 5.628781
27.000000 5.385657
26.000000 5.284906
25.000000 5.253295
24.000000 5.060189
23.000000 4.746153
22.000000 4.549764
21.000000 4.465038
20.000000 4.260484
19.000000 4.053993
18.000000 3.738173
17.000000 3.531682
16.000000 3.333608
15.000000 3.159765
14.000000 2.863504
13.000000 2.489855
12.000000 2.325665
11.000000 2.192570
10.000000 1.871569
9.000000 1.514533
8.000000 1.359865
7.000000 1.185807
6.000000 1.000703
5.000000 0.670265
4.000000 0.512681
