# Ensemble
3.889447 2.561717
3.896524 4.212253
3.400510 3.829599
3.749109 3.730664
4.217214 4.213974
4.425034 4.220180
3.978212 4.409590
4.019668 4.242303
3.884321 3.441345
4.317333 4.437218
4.310067 3.199656
3.831616 2.683405
3.940140 4.275530
4.285457 4.129944
4.495772 2.888187
4.412157 2.553928
3.836881 4.432326
4.509873 3.345358
4.358271 3.638351
3.467757 2.888177
3.458429 4.309980
3.717875 3.864064
4.566783 2.773658


# Hull
4.566783 2.773658
4.412157 2.553928
3.889447 2.561717
3.467757 2.888177
3.400510 3.829599
3.458429 4.309980
3.836881 4.432326
4.317333 4.437218
4.425034 4.220180
4.566783 2.773658
4.566783 2.773658
