# Ensemble
3.757751 4.712690
3.896524 4.212253
4.408600 4.677585
4.069738 4.914369
3.749109 3.730664
4.217214 4.213974
4.425034 4.220180
3.978212 4.409590
4.019668 4.242303
5.184229 4.079012
4.317333 4.437218
3.940140 4.275530
5.165343 4.155962
4.285457 4.129944
5.087396 4.188211
3.836881 4.432326
4.358271 3.638351
3.717875 3.864064


# Hull
5.184229 4.079012
4.358271 3.638351
3.749109 3.730664
3.717875 3.864064
3.757751 4.712690
4.069738 4.914369
5.165343 4.155962
5.184229 4.079012
5.184229 4.079012
