# Ensemble
-1.519901 -1.253226
-1.932521 -1.552796
-1.086101 -1.548092
-1.787834 -1.032706
-1.294529 -1.174922
-1.895925 -1.185465
-2.029245 -1.631350
-1.463732 -1.084543
-1.470879 -1.873718
-1.657095 -2.000110
-1.367663 -1.741271
-1.750836 -1.026878
-1.349982 -1.909073
-2.097383 -1.783484


# Hull
-1.349982 -1.909073
-1.657095 -2.000110
-2.097383 -1.783484
-1.895925 -1.185465
-1.787834 -1.032706
-1.750836 -1.026878
-1.463732 -1.084543
-1.294529 -1.174922
-1.086101 -1.548092
-1.349982 -1.909073
-1.349982 -1.909073
